"uid","namedLocation","domainID","siteID","plotID","setDate","collectDate","receivedDate","sortDate","sampleID","subsampleID","totalWeight","subsampleWeight","bycatchWeight","sampleCondition","remarks","sortedBy","laboratoryName"
"f7b03cac-6247-4db4-a35e-1b2c9e203844","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-06-02T20:24Z","2014-06-03T10:15Z","2014-10-22","2014-12-30","BART_059.20140603.0615","BART_059.20140603.0615.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"138aae88-8931-421f-8c57-6c34a9c1e92e","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-06-02T20:24Z","2014-06-03T11:12Z","2014-10-22","2014-12-30","BART_058.20140603.0712","BART_058.20140603.0712.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"8fbbf5c4-9b4f-4aa4-9b14-ab18e24aa119","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-06-02T20:34Z","2014-06-03T11:02Z","2014-10-22","2014-12-30","BART_060.20140603.0702","BART_060.20140603.0702.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"785de50d-1da4-41cd-b424-c352ceaef931","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-06-02T20:40Z","2014-06-03T10:56Z","2014-10-22","2014-12-30","BART_054.20140603.0656","BART_054.20140603.0656.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"0540ed75-2ca4-4080-a4ea-7402a54e3d5e","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-06-02T20:45Z","2014-06-03T12:03Z","2014-10-22","2014-12-30","BART_061.20140603.0803","BART_061.20140603.0803.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"d3b46da8-043e-41cd-9d77-750e2e8a1459","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-06-02T21:21Z","2014-06-03T11:41Z","2014-10-22","2014-12-30","BART_055.20140603.0741","BART_055.20140603.0741.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"ce5bd640-f4ce-40f7-a194-a8327e96dfed","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-06-02T21:29Z","2014-06-03T10:30Z","2014-10-22","2014-12-30","BART_056.20140603.0630","BART_056.20140603.0630.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"a75b9b0d-7ccd-43df-9c59-e7e469ea64bf","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-06-02T21:35Z","2014-06-03T11:25Z","2014-10-22","2014-12-30","BART_057.20140603.0725","BART_057.20140603.0725.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"bd951c68-ba18-45f5-8b10-e0aa9f3f0f0e","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-06-03T10:15Z","2014-06-03T22:18Z","2014-10-22","2014-12-23","BART_059.20140603.1818","BART_059.20140603.1818.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"4ea6003d-1155-4a5e-8d26-83d94777c890","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-06-03T10:30Z","2014-06-03T20:37Z","2014-10-22","2014-12-22","BART_056.20140603.1637","BART_056.20140603.1637.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"61b217ce-14b1-4d14-b9f9-6334ed526a0b","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-06-03T10:56Z","2014-06-03T20:59Z","2014-10-22","2014-12-22","BART_054.20140603.1659","BART_054.20140603.1659.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"116bc1f6-2da6-4988-88ee-575e483cd9d0","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-06-03T11:02Z","2014-06-03T21:05Z","2014-10-22","2014-12-29","BART_060.20140603.1705","BART_060.20140603.1705.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"bfd1c616-d1a7-40d6-a71e-acf1d7ca6e86","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-06-03T11:12Z","2014-06-03T21:12Z","2014-10-22","2014-12-29","BART_058.20140603.1712","BART_058.20140603.1712.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"5a9e5d56-8190-46e1-ab2c-a4edbc8f0ed7","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-06-03T11:25Z","2014-06-03T21:24Z","2014-10-22","2014-12-23","BART_057.20140603.1724","BART_057.20140603.1724.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"da7e165a-50a5-4fa8-bd68-c43ccf0e3fa0","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-06-03T11:41Z","2014-06-03T21:34Z","2014-10-22","2014-12-22","BART_055.20140603.1734","BART_055.20140603.1734.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"4c1dbe14-f3df-4210-8a23-fe68c1a3860a","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-06-03T12:03Z","2014-06-03T21:54Z","2014-10-22","2014-12-23","BART_061.20140603.1754","BART_061.20140603.1754.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"348cc39c-7c6c-4e4a-9755-7b6d935bad2a","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-06-03T20:37Z","2014-06-04T10:49Z","2014-10-22","2014-12-22","BART_056.20140604.0649","BART_056.20140604.0649.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"1288fb98-ddd3-447e-96a2-36a9b88b19d8","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-06-03T20:59Z","2014-06-04T11:03Z","2014-10-22","2014-12-29","BART_054.20140604.0703","BART_054.20140604.0703.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"ca01a128-571b-4c86-a051-be274b6dc51d","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-06-03T21:05Z","2014-06-04T11:09Z","2014-10-22","2014-12-29","BART_060.20140604.0709","BART_060.20140604.0709.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"49361c6e-0d4d-41b8-81b3-2b91958a9c76","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-06-03T21:12Z","2014-06-04T11:15Z","2014-10-22","2014-12-29","BART_058.20140604.0715","BART_058.20140604.0715.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"55e8da3b-5917-4dc7-abf3-bd0f94685c28","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-06-03T21:24Z","2014-06-04T11:26Z","2014-10-22","2014-12-23","BART_057.20140604.0726","BART_057.20140604.0726.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"56a9d8db-34f0-4446-b96a-1230e5e6b605","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-06-03T21:34Z","2014-06-04T11:31Z","2014-10-22","2014-12-29","BART_055.20140604.0731","BART_055.20140604.0731.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"2c5fd27c-56f9-415e-87c6-4fec7e57015c","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-06-03T21:54Z","2014-06-04T11:49Z","2014-10-22","2014-12-30","BART_061.20140604.0749","BART_061.20140604.0749.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"f0b7867c-f188-4e96-8c81-8515ef19adf5","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-06-03T22:18Z","2014-06-04T10:36Z","2014-10-22","2014-12-29","BART_059.20140604.0636","BART_059.20140604.0636.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"accd4bd3-14b1-455d-a35a-7b31d36676a4","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-06-30T20:30Z","2014-07-01T10:16Z","2014-10-22","2015-01-05","BART_059.20140701.0616","BART_059.20140701.0616.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"25f7ceed-6816-47a2-9c81-c310e61b75f1","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-06-30T20:49Z","2014-07-01T10:36Z","2014-10-22","2015-01-02","BART_056.20140701.0636","BART_056.20140701.0636.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"b1d13916-177e-4898-bab2-6c6598b897cd","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-06-30T21:08Z","2014-07-01T10:51Z","2014-10-22","2015-01-02","BART_054.20140701.0651","BART_054.20140701.0651.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"544f39f6-aa78-4a9b-9954-75c7e04b6152","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-06-30T21:15Z","2014-07-01T10:57Z","2014-10-22","2015-01-02","BART_060.20140701.0657","BART_060.20140701.0657.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"8577376e-c0c1-49d8-9d18-e0bf45baf086","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-06-30T21:21Z","2014-07-01T11:04Z","2014-10-22","2015-01-05","BART_058.20140701.0704","BART_058.20140701.0704.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"ef82fcf9-c209-4076-b30c-9fd47bfad967","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-06-30T21:28Z","2014-07-01T11:14Z","2014-10-22","2015-01-02","BART_057.20140701.0714","BART_057.20140701.0714.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"e5510940-7c58-4053-9323-d9449f653a90","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-06-30T21:35Z","2014-07-01T11:23Z","2014-10-22","2015-01-02","BART_055.20140701.0723","BART_055.20140701.0723.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"86ad79f5-b30f-4948-8eb5-883efcd75a39","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-06-30T21:47Z","2014-07-01T11:40Z","2014-10-22","2015-01-02","BART_061.20140701.0740","BART_061.20140701.0740.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"67f96008-a7cc-4d64-a4e2-fe8c8f5b6f2d","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-07-01T10:16Z","2014-07-01T21:42Z","2014-10-22","2015-01-02","BART_059.20140701.1742","BART_059.20140701.1742.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"214d88c3-a95b-4373-8c60-b432e802360e","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-07-01T10:36Z","2014-07-01T20:30Z","2014-10-22","2015-01-05","BART_056.20140701.1630","BART_056.20140701.1630.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"45a264c1-a1c4-44fb-8fb7-c30b5c9abcb9","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-07-01T10:51Z","2014-07-01T20:45Z","2014-10-22","2015-01-05","BART_054.20140701.1645","BART_054.20140701.1645.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"0e607405-8f55-460c-9629-61043ecc333e","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-07-01T10:57Z","2014-07-01T20:50Z","2014-10-22","2015-01-05","BART_060.20140701.1650","BART_060.20140701.1650.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"9974eb22-a84c-4a51-89c3-9b1a18ca016f","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-07-01T11:04Z","2014-07-01T20:55Z","2014-10-22","2015-01-02","BART_058.20140701.1655","BART_058.20140701.1655.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"9136d128-65e0-4c94-add9-f7cb163b7596","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-07-01T11:14Z","2014-07-01T21:02Z","2014-10-22","2015-01-02","BART_057.20140701.1702","BART_057.20140701.1702.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"accb5f42-b40c-4e31-a34c-61374d6732c2","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-07-01T11:23Z","2014-07-01T21:10Z","2014-10-22","2015-01-05","BART_055.20140701.1710","BART_055.20140701.1710.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"12703279-3f07-4fc1-98bb-7cb25eafbec8","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-07-01T11:40Z","2014-07-01T21:24Z","2014-10-22","2015-01-05","BART_061.20140701.1724","BART_061.20140701.1724.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"479a4937-ea75-46a1-9ed9-4c3a40c0499a","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-07-01T20:30Z","2014-07-02T10:15Z","2014-10-22","2014-12-31","BART_056.20140702.0615","BART_056.20140702.0615.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"fd16fdd2-1745-4e69-aa1a-f225c0ecf67f","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-07-01T20:45Z","2014-07-02T10:33Z","2014-10-22","2014-12-31","BART_054.20140702.0633","BART_054.20140702.0633.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"8b99d647-d6da-4e46-8389-ef924159ffd3","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-07-01T20:50Z","2014-07-02T10:37Z","2014-10-22","2014-12-31","BART_060.20140702.0637","BART_060.20140702.0637.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"a8892d4e-ae6e-4e4e-88c5-ea34198ed500","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-07-01T20:55Z","2014-07-02T10:42Z","2014-10-22","2014-12-31","BART_058.20140702.0642","BART_058.20140702.0642.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"bff015e4-1a0a-4546-9e99-63c2130ffa37","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-07-01T21:02Z","2014-07-02T10:50Z","2014-10-22","2014-12-31","BART_057.20140702.0650","BART_057.20140702.0650.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"c8f2ee20-8f67-4fb2-8574-664766726450","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-07-01T21:10Z","2014-07-02T10:57Z","2014-10-22","2015-01-05","BART_055.20140702.0657","BART_055.20140702.0657.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"2421ae73-cd0e-43a9-9c17-778d552fb6f8","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-07-01T21:24Z","2014-07-02T11:09Z","2014-10-22","2015-01-02","BART_061.20140702.0709","BART_061.20140702.0709.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"599cdc6f-162a-47ce-b32b-513cc779ce6f","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-07-01T21:42Z","2014-07-02T11:30Z","2014-10-22","2014-12-31","BART_059.20140702.0730","BART_059.20140702.0730.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"c4b1b804-dd76-49a6-b874-b026cc0ea008","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-07-29T20:17Z","2014-07-30T11:23Z","2014-10-22","2015-01-06","BART_056.20140730.0723","BART_056.20140730.0723.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"7788801e-68b5-4555-a7d9-e647f7043358","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-07-29T20:31Z","2014-07-30T10:39Z","2014-10-22","2015-01-06","BART_054.20140730.0639","BART_054.20140730.0639.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"2266fee9-4eb6-426e-adf1-51ee1d6251ac","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-07-29T20:38Z","2014-07-30T10:44Z","2014-10-22","2015-01-06","BART_060.20140730.0644","BART_060.20140730.0644.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"54f7ebc2-95dd-4152-a139-95cec1e37158","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-07-29T20:43Z","2014-07-30T10:49Z","2014-10-22","2015-01-05","BART_058.20140730.0649","BART_058.20140730.0649.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"37ae6b5b-edbf-4108-8d77-780cee59ae92","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-07-29T20:50Z","2014-07-30T10:58Z","2014-10-22","2015-01-05","BART_057.20140730.0658","BART_057.20140730.0658.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"4df76597-8882-4d45-83b0-d485070ea277","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-07-29T20:58Z","2014-07-30T11:04Z","2014-10-22","2015-01-05","BART_055.20140730.0704","BART_055.20140730.0704.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"53b20b53-abeb-41f4-bb28-4c1de5c532b9","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-07-29T21:15Z","2014-07-30T11:10Z","2014-10-22","2015-01-06","BART_061.20140730.0710","BART_061.20140730.0710.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"7afc31d8-11a7-4b0c-b25d-4ca4d63f6a9f","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-07-29T21:32Z","2014-07-30T11:36Z","2014-10-22","2015-01-05","BART_059.20140730.0736","BART_059.20140730.0736.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"b6d7d0e2-f054-48d1-9a99-b493a1a1ca97","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-07-30T10:39Z","2014-07-30T22:50Z","2014-10-22","2015-01-06","BART_054.20140730.1850","BART_054.20140730.1850.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"da19f29f-23de-4518-a393-2d722dd4866e","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-07-30T10:44Z","2014-07-30T22:46Z","2014-10-22","2015-01-06","BART_060.20140730.1846","BART_060.20140730.1846.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"6cbb9d3a-a62c-41bf-8a98-db3efdbcbc31","BART_058.mosquitoPoint.mos","D01","BART","BART_058","2014-07-30T10:49Z","2014-07-30T22:40Z","2014-10-22","2015-01-06","BART_058.20140730.1840","BART_058.20140730.1840.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"3e891904-091f-4975-ad62-03649a454ac1","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-07-30T10:58Z","2014-07-30T22:34Z","2014-10-22","2015-01-06","BART_057.20140730.1834","BART_057.20140730.1834.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"0dc50276-5b8d-44cb-a4e7-089f3162a2aa","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-07-30T11:04Z","2014-07-30T22:27Z","2014-10-22","2015-01-06","BART_055.20140730.1827","BART_055.20140730.1827.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"b21c43c0-06ba-41bc-8942-21d944da9f61","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-07-30T11:10Z","2014-07-30T22:20Z","2014-10-22","2015-01-05","BART_061.20140730.1820","BART_061.20140730.1820.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"51566737-8759-4120-841d-89be7c72cc73","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-07-30T11:23Z","2014-07-30T22:13Z","2014-10-22","2015-01-05","BART_056.20140730.1813","BART_056.20140730.1813.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"2699db56-ec46-42fd-be21-d04d9b1a5ba2","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-07-30T11:36Z","2014-07-30T22:56Z","2014-10-22","2015-01-05","BART_059.20140730.1856","BART_059.20140730.1856.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"8c181253-66db-4f26-bc4d-288eac944f7d","BART_056.mosquitoPoint.mos","D01","BART","BART_056","2014-07-30T22:13Z","2014-07-31T11:01Z","2014-10-22","2015-01-06","BART_056.20140731.0701","BART_056.20140731.0701.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"33b44601-8393-4af1-b7fd-93f3b9c830a6","BART_061.mosquitoPoint.mos","D01","BART","BART_061","2014-07-30T22:20Z","2014-07-31T10:50Z","2014-10-22","2015-01-06","BART_061.20140731.0650","BART_061.20140731.0650.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"2e1c7fa7-6b9c-42c3-aec4-6ee6879aa918","BART_055.mosquitoPoint.mos","D01","BART","BART_055","2014-07-30T22:27Z","2014-07-31T11:30Z","2014-10-22","2015-01-06","BART_055.20140731.0730","BART_055.20140731.0730.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"c97326b5-2e1d-4e88-aae9-a57e6a7bd0f4","BART_057.mosquitoPoint.mos","D01","BART","BART_057","2014-07-30T22:34Z","2014-07-31T10:41Z","2014-10-22","2015-01-06","BART_057.20140731.0641","BART_057.20140731.0641.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"5a914235-4d02-49c6-bf6c-a58fc67e3123","BART_060.mosquitoPoint.mos","D01","BART","BART_060","2014-07-30T22:46Z","2014-07-31T10:26Z","2014-10-22","2015-01-06","BART_060.20140731.0626","BART_060.20140731.0626.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"f78126af-0ec2-4f9b-a9ae-094792b001f6","BART_054.mosquitoPoint.mos","D01","BART","BART_054","2014-07-30T22:50Z","2014-07-31T10:23Z","2014-10-22","2015-01-06","BART_054.20140731.0623","BART_054.20140731.0623.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
"a1f77d34-82ef-4a0a-9a0e-728543e026c4","BART_059.mosquitoPoint.mos","D01","BART","BART_059","2014-07-30T22:56Z","2014-07-31T11:18Z","2014-10-22","2015-01-06","BART_059.20140731.0718","BART_059.20140731.0718.S.01",0.5,0.5,0,"No known compromise","tech names may not be accurate","jJwXv2RnlGxE3dMw+oDOHA==","Connecticut Agricultural Experiment Station"
